NAME,ENTRE,IMMIG,ImmiEnter,TOTAL,GEOID,INTPTLAT,INTPTLON,IMMIGRate,EntreRate,ImmigOwnEntreRate,year,metro,state
"Medford, OR",68,41,0,605,32780,42.4116284,-122.6756846,6.776859504,11.23966942,0,2006,Medford,OR
"Modesto, CA",70,292,28,1149,33700,37.5623842,-121.0026557,25.41340296,6.092254134,40,2006,Modesto,CA
"Merced, CA",44,99,5,501,32900,37.1948063,-120.7228019,19.76047904,8.78243513,11.36363636,2006,Merced,CA
"Madera, CA",40,273,8,617,31460,37.2098213,-119.7498023,44.24635332,6.482982172,20,2006,Madera,CA
"Fresno, CA",151,429,26,1822,23420,36.7610058,-119.6550193,23.54555434,8.287596048,17.21854305,2006,Fresno,CA
"Los Angeles-Long Beach-Anaheim, CA",2850,13115,1178,29287,31080,34.1090244,-118.1825492,44.78096084,9.73128009,41.33333333,2006,Los Angeles-Long Beach-Anaheim,CA
"El Centro, CA",19,194,15,391,20940,33.0408143,-115.3554001,49.61636829,4.859335038,78.94736842,2006,El Centro,CA
"Farmington, NM",10,16,0,577,22140,36.5116245,-108.3245778,2.772963605,1.733102253,0,2006,Farmington,NM
"Albuquerque, NM",264,430,22,4120,10740,35.1166033,-106.4565347,10.4368932,6.40776699,8.333333333,2006,Albuquerque,NM
"El Paso, TX",71,525,25,1509,21340,31.527394,-105.5213326,34.79125249,4.705102717,35.21126761,2006,El Paso,TX
"Fort Collins, CO",152,52,1,1329,22660,40.6580933,-105.4867638,3.912716328,11.43717081,0.657894737,2006,Fort Collins,CO
"Denver-Aurora-Lakewood, CO",893,1373,89,10337,19740,39.4347492,-104.901209,13.28238367,8.638870078,9.966405375,2006,Denver-Aurora-Lakewood,CO
"Greeley, CO",144,110,5,1231,24540,40.5536965,-104.3942215,8.935824533,11.69780666,3.472222222,2006,Greeley,CO
"Midland, TX",36,58,5,478,33260,32.0923594,-101.9945395,12.13389121,7.531380753,13.88888889,2006,Midland,TX
"Amarillo, TX",39,39,5,583,11100,35.2480011,-101.9086668,6.689536878,6.689536878,12.82051282,2006,Amarillo,TX
"Lubbock, TX",39,21,4,524,31180,33.4703271,-101.6488249,4.007633588,7.442748092,10.25641026,2006,Lubbock,TX
"McAllen-Edinburg-Mission, TX",143,409,71,1211,32580,26.3963839,-98.18099,33.77374071,11.80842279,49.65034965,2006,McAllen-Edinburg-Mission,TX
"Fargo, ND-MN",219,145,5,2891,22020,46.9148591,-96.9601826,5.015565548,7.575233483,2.283105023,2006,Fargo,ND-MN
"Houston-The Woodlands-Sugar Land, TX",642,2755,155,10790,26420,29.7495926,-95.3536422,25.53290083,5.949953661,24.14330218,2006,Houston-The Woodlands-Sugar Land,TX
"Longview, TX",29,54,4,418,30980,32.364601,-94.819897,12.91866029,6.937799043,13.79310345,2006,Longview,TX
"Fort Smith, AR-OK",59,106,5,961,22900,35.1955345,-94.562533,11.0301769,6.139438085,8.474576271,2006,Fort Smith,AR-OK
"Fayetteville-Springdale-Rogers, AR-MO",111,197,10,1409,22220,36.1976326,-94.1198967,13.9815472,7.877927608,9.009009009,2006,Fayetteville-Springdale-Rogers,AR-MO
"Des Moines-West Des Moines, IA",214,238,8,3160,19780,41.5448597,-93.9434866,7.53164557,6.772151899,3.738317757,2006,Des Moines-West Des Moines,IA
"Little Rock-North Little Rock-Conway, AR",210,123,12,2525,30780,34.7557726,-92.4005889,4.871287129,8.316831683,5.714285714,2006,Little Rock-North Little Rock-Conway,AR
"Duluth, MN-WI",109,19,0,917,20260,47.3297007,-92.3762591,2.071973828,11.8865867,0,2006,Duluth,MN-WI
"Monroe, LA",68,29,9,1122,33740,32.6904772,-92.2627929,2.584670232,6.060606061,13.23529412,2006,Monroe,LA
"Eau Claire, WI",43,29,0,784,20740,44.938029,-91.285538,3.698979592,5.484693878,0,2006,Eau Claire,WI
"Memphis, TN-MS-AR",168,324,9,3022,32820,35.0085568,-89.8218159,10.72137657,5.559232296,5.357142857,2006,Memphis,TN-MS-AR
"Madison, WI",197,126,0,1952,31540,43.0842875,-89.5971781,6.454918033,10.09221311,0,2006,Madison,WI
"Gulfport-Biloxi-Pascagoula, MS",50,69,0,592,25060,30.4302445,-88.9797355,11.65540541,8.445945946,0,2006,Gulfport-Biloxi-Pascagoula,MS
"Appleton, WI",95,29,4,766,11540,44.2906032,-88.3723255,3.785900783,12.40208877,4.210526316,2006,Appleton,WI
"Mobile, AL",78,22,0,877,33660,30.6845725,-88.1965682,2.508551881,8.89395667,0,2006,Mobile,AL
"Green Bay, WI",83,44,0,1072,24580,44.4739612,-87.9959258,4.104477612,7.742537313,0,2006,Green Bay,WI
"Evansville, IN-KY",38,12,0,584,21780,38.0200703,-87.5861659,2.054794521,6.506849315,0,2006,Evansville,IN-KY
"Michigan City-La Porte, IN",37,35,7,553,33140,41.5490129,-86.7447386,6.329113924,6.690777577,18.91891892,2006,Michigan City-La Porte,IN
"Montgomery, AL",60,44,1,884,33860,32.3656313,-86.4045848,4.977375566,6.787330317,1.666666667,2006,Montgomery,AL
"Anniston-Oxford-Jacksonville, AL",39,4,0,571,11500,33.7717061,-85.8225133,0.700525394,6.830122592,0,2006,Anniston-Oxford-Jacksonville,AL
"Grand Rapids-Wyoming, MI",143,100,7,2159,24340,42.9786324,-85.8112082,4.631773969,6.623436776,4.895104895,2006,Grand Rapids-Wyoming,MI
"Louisville/Jefferson County, KY-IN",201,199,2,3315,31140,38.3352396,-85.6689414,6.003016591,6.063348416,0.995024876,2006,Louisville/Jefferson County,KY-IN
"Fort Wayne, IN",63,44,7,907,23060,41.0069993,-85.2164239,4.851157663,6.945975744,11.11111111,2006,Fort Wayne,IN
"Lexington-Fayette, KY",123,143,4,1580,30460,38.102844,-84.4385721,9.050632911,7.784810127,3.25203252,2006,Lexington-Fayette,KY
"Albany, GA",16,16,1,410,10500,31.5893026,-84.1749127,3.902439024,3.902439024,6.25,2006,Albany,GA
"Ann Arbor, MI",58,114,10,668,11460,42.2523272,-83.8446336,17.06586826,8.682634731,17.24137931,2006,Ann Arbor,MI
"Macon, GA",48,0,0,370,31420,32.8561967,-83.7143131,0,12.97297297,0,2006,Macon,GA
"Flint, MI",36,30,0,926,22420,43.0210768,-83.7063718,3.239740821,3.887688985,0,2006,Flint,MI
"Monroe, MI",36,12,0,526,33780,41.916097,-83.4871059,2.281368821,6.844106464,0,2006,Monroe,MI
"Detroit-Warren-Dearborn, MI",685,1194,92,10462,19820,42.7218478,-83.2008463,11.41273179,6.547505257,13.43065693,2006,Detroit-Warren-Dearborn,MI
"Asheville, NC",117,75,7,1141,11700,35.5956693,-82.6816145,6.57318142,10.25416301,5.982905983,2006,Asheville,NC
"Gainesville, FL",34,19,0,551,23540,29.6779808,-82.4799713,3.448275862,6.170598911,0,2006,Gainesville,FL
"Greenville-Anderson-Mauldin, SC",69,167,3,1359,24860,34.6837085,-82.4134227,12.28844739,5.077262693,4.347826087,2006,Greenville-Anderson-Mauldin,SC
"Hickory-Lenoir-Morganton, NC",38,24,0,689,25860,35.8146669,-81.4570667,3.483309144,5.515239478,0,2006,Hickory-Lenoir-Morganton,NC
"Akron, OH",116,51,3,1668,10420,41.1466395,-81.3501104,3.057553957,6.954436451,2.586206897,2006,Akron,OH
"Deltona-Daytona Beach-Ormond Beach, FL",96,100,7,1085,19660,29.1789002,-81.1890231,9.216589862,8.847926267,7.291666667,2006,Deltona-Daytona Beach-Ormond Beach,FL
"Miami-Fort Lauderdale-West Palm Beach, FL",1173,5642,657,11772,33100,26.1018281,-80.4787552,47.92728508,9.96432212,56.01023018,2006,Miami-Fort Lauderdale-West Palm Beach,FL
"Erie, PA",19,3,2,549,21500,42.1179519,-80.0963858,0.546448087,3.460837887,10.52631579,2006,Erie,PA
"Greensboro-High Point, NC",135,161,1,1934,24660,36.0252039,-79.7926333,8.324715615,6.980351603,0.740740741,2006,Greensboro-High Point,NC
"Lynchburg, VA",29,23,0,670,31340,37.3649258,-79.2166894,3.432835821,4.328358209,0,2006,Lynchburg,VA
"Durham-Chapel Hill, NC",71,142,6,1102,20500,35.995536,-79.0969897,12.88566243,6.442831216,8.450704225,2006,Durham-Chapel Hill,NC
"Fayetteville, NC",16,44,0,633,22180,35.0379563,-78.9822092,6.951026856,2.52764613,0,2006,Fayetteville,NC
"Harrisonburg, VA",46,47,0,606,25500,38.5075848,-78.8853213,7.755775578,7.590759076,0,2006,Harrisonburg,VA
"Hagerstown-Martinsburg, MD-WV",52,25,2,653,25180,39.5421519,-77.8997669,3.82848392,7.963246554,3.846153846,2006,Hagerstown-Martinsburg,MD-WV
"Harrisburg-Carlisle, PA",55,83,3,1310,25420,40.3359242,-77.0504748,6.335877863,4.198473282,5.454545455,2006,Harrisburg-Carlisle,PA
"Dover, DE",174,127,13,2678,20100,39.0970884,-75.5029819,4.742345034,6.497386109,7.471264368,2006,Dover,DE
"Allentown-Bethlehem-Easton, PA-NJ",175,157,19,2361,10900,40.7893392,-75.398158,6.649724693,7.412113511,10.85714286,2006,Allentown-Bethlehem-Easton,PA-NJ
"Albany-Schenectady-Troy, NY",73,82,3,2040,10580,42.7879202,-73.9423479,4.019607843,3.578431373,4.109589041,2006,Albany-Schenectady-Troy,NY
"Hartford-West Hartford-East Hartford, CT",483,815,58,6845,25540,41.718601,-72.5739417,11.9065011,7.056245435,12.00828157,2006,Hartford-West Hartford-East Hartford,CT
"Augusta-Richmond County, GA-SC",56,46,2,1326,12260,33.4603713,-81.9828327,3.46907994,4.223227753,3.571428571,2006,Augusta-Richmond County,GA-SC
"Cape Coral-Fort Myers, FL",144,173,34,1050,15980,26.5516337,-81.8925086,16.47619048,13.71428571,23.61111111,2006,Cape Coral-Fort Myers,FL
"Canton-Massillon, OH",55,8,0,935,15940,40.7110722,-81.2614743,0.855614973,5.882352941,0,2006,Canton-Massillon,OH
"Columbia, SC",139,63,12,1997,17900,34.084175,-81.0405973,3.154732098,6.960440661,8.633093525,2006,Columbia,SC
"Binghamton, NY",21,26,0,479,13780,42.1639276,-76.0229431,5.427974948,4.384133612,0,2006,Binghamton,NY
"Kingston, NY",102,27,9,711,28740,41.9472156,-74.2654583,3.797468354,14.34599156,8.823529412,2006,Kingston,NY
"Bremerton-Silverdale, WA",51,28,0,620,14740,47.6396874,-122.6496358,4.516129032,8.225806452,0,2006,Bremerton-Silverdale,WA
"Bellingham, WA",44,49,4,541,13380,48.8426531,-121.8364325,9.057301294,8.133086876,9.090909091,2006,Bellingham,WA
"Chico, CA",66,43,9,452,17020,39.6659588,-121.6019188,9.513274336,14.60176991,13.63636364,2006,Chico,CA
"Bend-Redmond, OR",96,29,4,917,13460,43.9151181,-121.2255751,3.162486369,10.46892039,4.166666667,2006,Bend-Redmond,OR
"Bakersfield, CA",102,489,26,1733,12540,35.3466288,-118.7295064,28.2169648,5.885747259,25.49019608,2006,Bakersfield,CA
"Coeur d'Alene, ID",111,25,0,879,17660,47.6771129,-116.6949184,2.844141069,12.62798635,0,2006,Coeur d'Alene,ID
"Boise City, ID",431,347,20,4323,14260,43.0066485,-116.1419089,8.026833218,9.969928291,4.64037123,2006,Boise City,ID
"Las Vegas-Henderson-Paradise, NV",657,2867,145,10838,29820,36.2142575,-115.013812,26.45322015,6.06200406,22.07001522,2006,Las Vegas-Henderson-Paradise,NV
"Billings, MT",96,4,1,1420,13740,45.7754535,-108.7278711,0.281690141,6.76056338,1.041666667,2006,Billings,MT
"Las Cruces, NM",46,156,5,793,29740,32.3509119,-106.8321821,19.67213115,5.80075662,10.86956522,2006,Las Cruces,NM
"Boulder, CO",206,261,15,1651,14500,40.0949699,-105.3976911,15.80860085,12.47728649,7.281553398,2006,Boulder,CO
"Colorado Springs, CO",244,378,19,2725,17820,38.8454651,-104.6385633,13.87155963,8.95412844,7.786885246,2006,Colorado Springs,CO
"Laredo, TX",33,187,24,550,29700,27.7607987,-99.3407518,34,6,72.72727273,2006,Laredo,TX
"Lawton, OK",40,24,3,717,30020,34.5291104,-98.4309172,3.347280335,5.578800558,7.5,2006,Lawton,OK
"Killeen-Temple, TX",33,132,3,773,28660,31.2027301,-97.7896384,17.076326,4.269081501,9.090909091,2006,Killeen-Temple,TX
"Austin-Round Rock, TX",302,664,47,3906,12420,30.2395128,-97.6912697,16.99948797,7.731694828,15.56291391,2006,Austin-Round Rock,TX
"Brownsville-Harlingen, TX",45,241,28,628,15180,26.1029227,-97.4789584,38.37579618,7.165605096,62.22222222,2006,Brownsville-Harlingen,TX
"Corpus Christi, TX",35,24,4,889,18580,27.8989315,-97.4012355,2.699662542,3.937007874,11.42857143,2006,Corpus Christi,TX
"Dallas-Fort Worth-Arlington, TX",918,3249,185,12923,19100,32.8225581,-97.0251332,25.14122108,7.103613712,20.15250545,2006,Dallas-Fort Worth-Arlington,TX
"Lawrence, KS",43,62,2,823,29940,38.8964154,-95.2909464,7.533414338,5.224787363,4.651162791,2006,Lawrence,KS
"Kansas City, MO-KS",539,581,29,7075,28140,38.9318494,-94.4438241,8.212014134,7.618374558,5.380333952,2006,Kansas City,MO-KS
"Joplin, MO",42,38,5,625,27900,37.0555457,-94.3397364,6.08,6.72,11.9047619,2006,Joplin,MO
"Beaumont-Port Arthur, TX",58,47,0,762,13140,30.3478326,-94.1203707,6.167979003,7.611548556,0,2006,Beaumont-Port Arthur,TX
"Lake Charles, LA",37,7,0,580,29340,29.9787547,-93.2532434,1.206896552,6.379310345,0,2006,Lake Charles,LA
"Columbia, MO",38,65,0,550,17860,38.9898614,-92.3102022,11.81818182,6.909090909,0,2006,Columbia,MO
"Lafayette, LA",71,28,4,1157,29180,29.9577733,-92.0493498,2.420051858,6.136560069,5.633802817,2006,Lafayette,LA
"Iowa City, IA",87,128,6,1309,26980,41.5178058,-91.6479303,9.778456837,6.646294882,6.896551724,2006,Iowa City,IA
"Cedar Rapids, IA",110,58,0,1293,16300,42.0856026,-91.6304799,4.485692189,8.507347254,0,2006,Cedar Rapids,IA
"La Crosse-Onalaska, WI-MN",75,11,8,674,29100,43.7832461,-91.318743,1.632047478,11.12759644,10.66666667,2006,La Crosse-Onalaska,WI-MN
"Baton Rouge, LA",106,38,0,1490,12940,30.5708895,-91.134533,2.55033557,7.11409396,0,2006,Baton Rouge,LA
"Davenport-Moline-Rock Island, IA-IL",71,50,6,1380,19340,41.3916799,-90.460076,3.623188406,5.144927536,8.450704225,2006,Davenport-Moline-Rock Island,IA-IL
"Jackson, MS",147,25,0,1784,27140,32.3160014,-90.2208402,1.401345291,8.239910314,0,2006,Jackson,MS
"Janesville-Beloit, WI",42,8,0,644,27500,42.6698802,-89.0752844,1.242236025,6.52173913,0,2006,Janesville-Beloit,WI
"Decatur, IL",23,7,0,474,19500,39.8602372,-88.9615288,1.476793249,4.852320675,0,2006,Decatur,IL
"Champaign-Urbana, IL",37,51,0,640,16580,40.2344885,-88.2986226,7.96875,5.78125,0,2006,Champaign-Urbana,IL
"Kankakee, IL",44,34,0,599,28100,41.1395105,-87.8611165,5.676126878,7.34557596,0,2006,Kankakee,IL
"Chicago-Naperville-Elgin, IL-IN-WI",1390,4553,279,20866,16980,41.8235214,-87.8282967,21.82018595,6.661554682,20.07194245,2006,Chicago-Naperville-Elgin,IL-IN-WI
"Decatur, AL",14,33,0,512,19460,34.4893614,-87.0971469,6.4453125,2.734375,0,2006,Decatur,AL
"Birmingham-Hoover, AL",157,103,4,3085,13820,33.4623718,-86.8143378,3.338735818,5.089141005,2.547770701,2006,Birmingham-Hoover,AL
"Huntsville, AL",50,85,4,893,26620,34.7832617,-86.7348706,9.518477044,5.599104143,8,2006,Huntsville,AL
"Bloomington, IN",68,0,0,708,14020,39.2417362,-86.6717544,0,9.604519774,0,2006,Bloomington,IN
"Bowling Green, KY",16,29,0,297,14540,37.0468214,-86.3970677,9.764309764,5.387205387,0,2006,Bowling Green,KY
"Indianapolis-Carmel-Anderson, IN",241,252,17,4023,26900,39.7449323,-86.2045408,6.263982103,5.990554313,7.053941909,2006,Indianapolis-Carmel-Anderson,IN
"Kalamazoo-Portage, MI",52,45,4,918,28020,42.2688708,-86.0373725,4.901960784,5.664488017,7.692307692,2006,Kalamazoo-Portage,MI
"Chattanooga, TN-GA",79,59,0,1220,16860,35.0493612,-85.3611582,4.836065574,6.475409836,0,2006,Chattanooga,TN-GA
"Columbus, GA-AL",11,86,3,756,17980,32.4368358,-84.9008787,11.37566138,1.455026455,27.27272727,2006,Columbus,GA-AL
"Lansing-East Lansing, MI",69,75,0,1089,29620,42.7136586,-84.6053717,6.887052342,6.336088154,0,2006,Lansing-East Lansing,MI
"Cincinnati, OH-KY-IN",319,245,0,5129,17140,39.0694579,-84.4271533,4.776759602,6.219535972,0,2006,Cincinnati,OH-KY-IN
"Jackson, MI",44,12,0,721,27100,42.2484738,-84.4208679,1.664355062,6.102635229,0,2006,Jackson,MI
"Atlanta-Sandy Springs-Roswell, GA",1030,2177,210,12137,12060,33.693728,-84.3999113,17.9368872,8.486446404,20.38834951,2006,Atlanta-Sandy Springs-Roswell,GA
"Dayton, OH",71,73,0,1918,19380,39.8288538,-84.1418129,3.806047967,3.70177268,0,2006,Dayton,OH
"Knoxville, TN",122,47,4,1100,28940,36.0444622,-84.1361137,4.272727273,11.09090909,3.278688525,2006,Knoxville,TN
"Athens-Clarke County, GA",9,30,0,321,12020,33.943984,-83.2138965,9.345794393,2.803738318,0,2006,Athens-Clarke County,GA
"Columbus, OH",263,302,34,4075,18140,39.9685617,-82.8359105,7.411042945,6.45398773,12.92775665,2006,Columbus,OH
"Kingsport-Bristol-Bristol, TN-VA",46,12,0,422,28700,36.6041611,-82.4401446,2.843601896,10.90047393,0,2006,Kingsport-Bristol-Bristol,TN-VA
"Huntington-Ashland, WV-KY-OH",67,10,0,895,26580,38.3736912,-82.3851927,1.117318436,7.48603352,0,2006,Huntington-Ashland,WV-KY-OH
"Johnson City, TN",27,9,0,469,27740,36.2506085,-82.3310257,1.918976546,5.756929638,0,2006,Johnson City,TN
"Jacksonville, FL",221,268,31,3038,27260,30.2371049,-81.7552353,8.821593153,7.274522712,14.02714932,2006,Jacksonville,FL
"Lakeland-Winter Haven, FL",71,123,14,1008,29460,27.9531147,-81.6927831,12.20238095,7.043650794,19.71830986,2006,Lakeland-Winter Haven,FL
"Cleveland-Elyria, OH",259,257,12,4800,17460,41.760392,-81.7242168,5.354166667,5.395833333,4.633204633,2006,Cleveland-Elyria,OH
"Charleston, WV",80,2,1,2400,16620,38.2832126,-81.4925567,0.083333333,3.333333333,1.25,2006,Charleston,WV
"Charlotte-Concord-Gastonia, NC-SC",200,632,45,3873,16740,35.187295,-80.8674907,16.31809966,5.16395559,22.5,2006,Charlotte-Concord-Gastonia,NC-SC
"Charleston-North Charleston, SC",124,69,2,1911,16700,33.0058308,-80.006109,3.610675039,6.488749346,1.612903226,2006,Charleston-North Charleston,SC
"Buffalo-Cheektowaga-Niagara Falls, NY",120,121,7,2599,15380,43.0443711,-78.7773351,4.655636783,4.617160446,5.833333333,2006,Buffalo-Cheektowaga-Niagara Falls,NY
"Johnstown, PA",49,8,0,418,27780,40.5103124,-78.7104629,1.913875598,11.72248804,0,2006,Johnstown,PA
"Jacksonville, NC",20,27,0,400,27340,34.7631087,-77.4994691,6.75,5,0,2006,Jacksonville,NC
"Baltimore-Columbia-Towson, MD",577,996,67,10588,12580,39.304361,-76.5495009,9.406875708,5.449565546,11.6117851,2006,Baltimore-Columbia-Towson,MD
"Lancaster, PA",114,47,3,1114,29540,40.0419921,-76.250198,4.219030521,10.23339318,2.631578947,2006,Lancaster,PA
"Atlantic City-Hammonton, NJ",43,105,7,693,12100,39.469354,-74.6337584,15.15151515,6.204906205,16.27906977,2006,Atlantic City-Hammonton,NJ
"Boston-Cambridge-Newton, MA-NH",1304,2423,180,16181,14460,42.517606,-71.0219925,14.97435264,8.058834435,13.80368098,2006,Boston-Cambridge-Newton,MA-NH
"Altoona, PA",38,0,0,488,11020,40.4979217,-78.3106362,0,7.786885246,0,2006,Altoona,PA
"Reno, NV",247,436,15,2712,39900,40.5007953,-119.7311608,16.07669617,9.107669617,6.072874494,2005,Reno,NV
"Riverside-San Bernardino-Ontario, CA",582,2121,184,7142,40140,34.5375344,-116.1309212,29.69756371,8.148977877,31.61512027,2005,Riverside-San Bernardino-Ontario,CA
"Rockford, IL",77,77,6,912,40420,42.331183,-89.0429139,8.442982456,8.442982456,7.792207792,2005,Rockford,IL
"Spartanburg, SC",47,28,6,762,43900,34.8346199,-81.8424008,3.674540682,6.167979003,12.76595745,2005,Spartanburg,SC
"Syracuse, NY",94,85,18,1433,45060,43.0065163,-76.1961336,5.931612003,6.559665038,19.14893617,2005,Syracuse,NY
"Santa Rosa, CA",82,83,0,992,42220,38.5251824,-122.9261095,8.366935484,8.266129032,0,2005,Santa Rosa,CA
"Salem, OR",89,240,6,1265,41420,44.9033845,-122.9017571,18.97233202,7.035573123,6.741573034,2005,Salem,OR
"San Francisco-Oakland-Hayward, CA",909,3526,277,9675,41860,37.7737185,-122.2744317,36.44444444,9.395348837,30.4730473,2005,San Francisco-Oakland-Hayward,CA
"Santa Cruz-Watsonville, CA",74,133,12,635,42100,37.0124883,-122.007205,20.94488189,11.65354331,16.21621622,2005,Santa Cruz-Watsonville,CA
"Seattle-Tacoma-Bellevue, WA",720,1380,93,9279,42660,47.5530503,-121.8831653,14.87229227,7.759456838,12.91666667,2005,Seattle-Tacoma-Bellevue,WA
"San Jose-Sunnyvale-Santa Clara, CA",303,1663,108,4217,41940,36.9084718,-121.3713721,39.43561774,7.185202751,35.64356436,2005,San Jose-Sunnyvale-Santa Clara,CA
"Salinas, CA",92,278,38,812,41500,36.240107,-121.3155723,34.2364532,11.33004926,41.30434783,2005,Salinas,CA
"Stockton-Lodi, CA",104,313,35,1137,44700,37.9349815,-121.272244,27.52858399,9.146877748,33.65384615,2005,Stockton-Lodi,CA
"Sacramento--Roseville--Arden-Arcade, CA",370,1081,60,4470,40900,38.7896779,-121.0057504,24.18344519,8.277404922,16.21621622,2005,Sacramento--Roseville--Arden-Arcade,CA
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",58,60,2,554,42020,35.3852263,-120.4475418,10.83032491,10.46931408,3.448275862,2005,San Luis Obispo-Paso Robles-Arroyo Grande,CA
"Spokane-Spokane Valley, WA",90,137,12,1273,44060,48.1890407,-117.5732186,10.76197958,7.06991359,13.33333333,2005,Spokane-Spokane Valley,WA
"San Diego-Carlsbad, CA",604,1758,188,6086,41740,33.0236041,-116.7761174,28.88596779,9.924416694,31.12582781,2005,San Diego-Carlsbad,CA
"Salt Lake City, UT",478,824,56,6294,41620,40.5727871,-112.9531375,13.09183349,7.594534477,11.71548117,2005,Salt Lake City,UT
"Santa Fe, NM",118,54,8,611,42140,35.5143241,-105.9657706,8.83797054,19.31260229,6.779661017,2005,Santa Fe,NM
"San Antonio-New Braunfels, TX",215,498,40,3809,41700,29.4330599,-98.6069734,13.07429772,5.644526122,18.60465116,2005,San Antonio-New Braunfels,TX
"Sioux Falls, SD",290,337,6,3950,43620,43.4954205,-96.9953387,8.53164557,7.341772152,2.068965517,2005,Sioux Falls,SD
"St. Cloud, MN",35,55,4,510,41060,45.5930312,-94.4883635,10.78431373,6.862745098,11.42857143,2005,St. Cloud,MN
"Shreveport-Bossier City, LA",53,34,0,925,43340,32.4906379,-93.6711914,3.675675676,5.72972973,0,2005,Shreveport-Bossier City,LA
"Springfield, MO",103,20,4,1066,44180,37.3608699,-93.1802617,1.876172608,9.662288931,3.883495146,2005,Springfield,MO
"St. Louis, MO-IL",524,288,30,7676,41180,38.7404035,-90.3459564,3.751954143,6.826472121,5.72519084,2005,St. Louis,MO-IL
"Springfield, IL",24,12,0,506,44100,39.828565,-89.6962052,2.371541502,4.743083004,0,2005,Springfield,IL
"South Bend-Mishawaka, IN-MI",32,75,0,827,43780,41.7749808,-86.1230143,9.068923821,3.869407497,0,2005,South Bend-Mishawaka,IN-MI
"Saginaw, MI",44,23,9,543,40980,43.3282667,-84.05541,4.23572744,8.103130755,20.45454545,2005,Saginaw,MI
"Springfield, OH",12,0,0,252,44220,39.9170315,-83.783676,0,4.761904762,0,2005,Springfield,OH
"Savannah, GA",107,80,13,1313,42340,32.1091449,-81.2730939,6.092916984,8.149276466,12.14953271,2005,Savannah,GA
"Roanoke, VA",50,19,6,708,40220,37.2862262,-79.9469346,2.683615819,7.062146893,12,2005,Roanoke,VA
"Raleigh, NC",221,380,26,2927,39580,35.7567464,-78.4604412,12.98257602,7.550392894,11.76470588,2005,Raleigh,NC
"Rochester, NY",168,157,10,2541,40380,43.148038,-77.5232575,6.178669815,6.611570248,5.952380952,2005,Rochester,NY
"Richmond, VA",228,266,9,3204,40060,37.4634618,-77.4751772,8.302122347,7.116104869,3.947368421,2005,Richmond,VA
"Reading, PA",63,83,4,1067,39740,40.4139565,-75.9268598,7.778819119,5.904404873,6.349206349,2005,Reading,PA
"Scranton--Wilkes-Barre--Hazleton, PA",64,55,0,1356,42540,41.3228806,-75.8981877,4.056047198,4.719764012,0,2005,Scranton--Wilkes-Barre--Hazleton,PA
"Salisbury, MD-DE",36,21,4,540,41540,38.3995211,-75.4782615,3.888888889,6.666666667,11.11111111,2005,Salisbury,MD-DE
"Wausau, WI",53,2,0,520,48140,44.8980363,-89.757823,0.384615385,10.19230769,0,2005,Wausau,WI
"Tampa-St. Petersburg-Clearwater, FL",648,930,90,6151,45300,28.1259071,-82.4652858,15.11949277,10.53487238,13.88888889,2005,Tampa-St. Petersburg-Clearwater,FL
"Vallejo-Fairfield, CA",50,257,13,896,46700,38.2672255,-121.939594,28.68303571,5.580357143,26,2005,Vallejo-Fairfield,CA
"Yakima, WA",43,182,6,726,49420,46.4565581,-120.7401446,25.06887052,5.922865014,13.95348837,2005,Yakima,WA
"Visalia-Porterville, CA",53,215,10,749,47300,36.2288241,-118.781061,28.70493992,7.076101469,18.86792453,2005,Visalia-Porterville,CA
"Tucson, AZ",113,282,27,1920,46060,32.1285226,-111.7830267,14.6875,5.885416667,23.89380531,2005,Tucson,AZ
"Wichita, KS",179,196,8,3002,48620,37.6298308,-97.3988319,6.52898068,5.962691539,4.469273743,2005,Wichita,KS
"Victoria, TX",62,80,1,821,47020,28.7314546,-97.1969934,9.744214373,7.551766139,1.612903226,2005,Victoria,TX
"Waco, TX",34,27,0,732,47380,31.4272264,-97.0934727,3.68852459,4.644808743,0,2005,Waco,TX
"Tulsa, OK",204,145,0,2840,46140,36.2541502,-96.1749783,5.105633803,7.183098592,0,2005,Tulsa,OK
"Topeka, KS",85,40,0,1223,45820,39.0413888,-95.8026393,3.270645953,6.950122649,0,2005,Topeka,KS
"Waterloo-Cedar Falls, IA",62,25,0,1042,47940,42.5367962,-92.471608,2.399232246,5.950095969,0,2005,Waterloo-Cedar Falls,IA
"Tuscaloosa, AL",43,47,3,566,46220,33.1606112,-87.7151664,8.303886926,7.597173145,6.976744186,2005,Tuscaloosa,AL
"Tallahassee, FL",29,29,0,503,45220,30.3864276,-84.2804098,5.765407555,5.765407555,0,2005,Tallahassee,FL
"Toledo, OH",96,68,10,1629,45780,41.5439974,-83.6908887,4.174340086,5.893186004,10.41666667,2005,Toledo,OH
"Warner Robins, GA",4,12,0,246,47580,32.4015944,-83.6350953,4.87804878,1.62601626,0,2005,Warner Robins,GA
"Valdosta, GA",10,37,0,349,46660,30.8274985,-83.2421316,10.6017192,2.865329513,0,2005,Valdosta,GA
"Wheeling, WV-OH",14,0,0,161,48540,39.975509,-80.8470113,0,8.695652174,0,2005,Wheeling,WV-OH
"Youngstown-Warren-Boardman, OH-PA",32,21,9,1308,49660,41.2363015,-80.5618679,1.605504587,2.44648318,28.125,2005,Youngstown-Warren-Boardman,OH-PA
